model,seed,epoch,train_loss,train_eval_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_auc,learning_rate
skinny64_runtime_e4_equivariant_true,1,1.0,0.23351975726699828,0.6562450877094269,0.606829,0.6505799102295,0.658026093826294,0.604846,0.647421399084,0.0001
skinny64_runtime_e4_equivariant_true,1,2.0,0.23191914147520065,0.6539896141910553,0.6099035,0.653710016082,0.6556488528671265,0.607957,0.650512206476,0.0001
skinny64_runtime_e4_equivariant_true,1,3.0,0.23138246217346192,0.653474844291687,0.6109015,0.6552519922855,0.6550262972946167,0.609017,0.65204795653,0.0001
skinny64_runtime_e4_equivariant_true,1,4.0,0.2310995901246071,0.6547534905061722,0.608253,0.6561649679605,0.656508677936554,0.606379,0.652538363184,0.0001
skinny64_runtime_e4_equivariant_true,1,5.0,0.23088776694393157,0.6530058385620117,0.611611,0.6567713111605,0.6544811175842286,0.609728,0.653623657884,0.0001
skinny64_runtime_e4_equivariant_corrupted,1,1.0,0.24331487883138656,0.6758323146400451,0.5712665,0.6035413268765,0.6758577809410096,0.570329,0.602923668548,0.0001
skinny64_runtime_e4_equivariant_corrupted,1,2.0,0.24171277288675308,0.6745658236751556,0.573958,0.6059174218655,0.6746506575393677,0.572907,0.60520047388,0.0001
skinny64_runtime_e4_equivariant_corrupted,1,3.0,0.241301344953537,0.6739376382732392,0.5756385,0.608076076219,0.6742820263595581,0.573726,0.606504116164,0.0001
skinny64_runtime_e4_equivariant_corrupted,1,4.0,0.24106930552625655,0.675562383649826,0.571628,0.608243123537,0.6759167857055665,0.570324,0.606953760244,0.0001
skinny64_runtime_e4_equivariant_corrupted,1,5.0,0.24086997264385224,0.6737198104801178,0.5764435,0.6093619361815,0.6743567177886963,0.574017,0.60694475309,0.0001
skinny64_runtime_e4_equivariant_independent,1,1.0,0.2500648247022629,0.6929790226898194,0.507025,0.510863006927,0.6929411712913514,0.507661,0.512208978344,0.0001
skinny64_runtime_e4_equivariant_independent,1,2.0,0.24992599673604965,0.6929389506053925,0.50823,0.5120463579915,0.6929054339332581,0.509139,0.513114618054,0.0001
skinny64_runtime_e4_equivariant_independent,1,3.0,0.24990593395614624,0.6929443700275422,0.5091775,0.5130134880245,0.6929347115287781,0.509108,0.51364429753,0.0001
skinny64_runtime_e4_equivariant_independent,1,4.0,0.24988099157571791,0.6931310427074432,0.506244,0.514215891175,0.6931110609703064,0.506301,0.514979196246,0.0001
skinny64_runtime_e4_equivariant_independent,1,5.0,0.24985618587064742,0.6928630116539002,0.50952,0.514897581664,0.6928385516395569,0.510548,0.515817817548,0.0001
