run_index,run_label,cipher,model,selected_model,rounds,seed,samples_per_class,pairs_per_sample,epoch,train_loss,train_eval_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_auc,learning_rate
2,run2: GIFT-64 r6 gift_cross_spn_typed_cell_true seed1,GIFT-64,gift_cross_spn_typed_cell_true,gift_cross_spn_typed_cell_true,6,1,65536,4,7.0,0.24351543808006682,0.6781953998142853,0.5674972534179688,0.6006974490592256,0.6819385623093694,0.55670166015625,0.5844083894044161,0.0001
2,run2: GIFT-64 r6 gift_cross_spn_typed_cell_true seed1,GIFT-64,gift_cross_spn_typed_cell_true,gift_cross_spn_typed_cell_true,6,1,65536,4,8.0,0.24251528002787381,0.6755305834813043,0.5729751586914062,0.6030883702915162,0.6811198198702186,0.55908203125,0.5843152045272291,0.0001
2,run2: GIFT-64 r6 gift_cross_spn_typed_cell_true seed1,GIFT-64,gift_cross_spn_typed_cell_true,gift_cross_spn_typed_cell_true,6,1,65536,4,9.0,0.24208348992397077,0.6764782660175115,0.5717086791992188,0.6053432251792401,0.6845953003503382,0.5561370849609375,0.5837863311171532,0.0001
2,run2: GIFT-64 r6 gift_cross_spn_typed_cell_true seed1,GIFT-64,gift_cross_spn_typed_cell_true,gift_cross_spn_typed_cell_true,6,1,65536,4,10.0,0.24163531817612238,0.674653226393275,0.5735626220703125,0.6101294347317889,0.6835811191704124,0.5568389892578125,0.5825681984424591,0.0001
3,run3: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_true,gift_cross_spn_typed_cell_true_from_present_true,6,1,65536,4,1.0,0.24634061934193596,0.6824712039669976,0.5554351806640625,0.5841309340903535,0.6831928980536759,0.5537109375,0.580291329883039,0.0001
3,run3: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_true,gift_cross_spn_typed_cell_true_from_present_true,6,1,65536,4,2.0,0.24467522458871827,0.6818785301875323,0.558135986328125,0.5886836900608614,0.683431158773601,0.555694580078125,0.583911772351712,0.0001
3,run3: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_true,gift_cross_spn_typed_cell_true_from_present_true,6,1,65536,4,3.0,0.2441846361325588,0.6789689296856523,0.5635223388671875,0.5911400511395186,0.6811155267059803,0.5597991943359375,0.5847651874646544,0.0001
3,run3: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_true,gift_cross_spn_typed_cell_true_from_present_true,6,1,65536,4,4.0,0.2435521643201355,0.6791275225114077,0.5634078979492188,0.5942324759671465,0.6812861640937626,0.5584869384765625,0.586280822288245,0.0001
3,run3: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_true,gift_cross_spn_typed_cell_true_from_present_true,6,1,65536,4,5.0,0.24347269715508446,0.6785168678034097,0.5671844482421875,0.5964522089343518,0.6806643130257726,0.559417724609375,0.5866094408556819,0.0001
3,run3: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_true,gift_cross_spn_typed_cell_true_from_present_true,6,1,65536,4,6.0,0.24292983513441868,0.676830661483109,0.5693817138671875,0.598549239221029,0.6799894249998033,0.5597686767578125,0.586938600987196,0.0001
3,run3: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_true,gift_cross_spn_typed_cell_true_from_present_true,6,1,65536,4,7.0,0.24312005506362766,0.6771429312648252,0.569976806640625,0.5997613017680123,0.6804883945733309,0.5606536865234375,0.5862887063995004,0.0001
3,run3: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_true,gift_cross_spn_typed_cell_true_from_present_true,6,1,65536,4,8.0,0.24231127862003632,0.6759301042184234,0.5701675415039062,0.6025960387196392,0.680862455861643,0.5584259033203125,0.5862423358485103,0.0001
3,run3: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_true,gift_cross_spn_typed_cell_true_from_present_true,6,1,65536,4,9.0,0.24196125462185591,0.6758945261826739,0.5719985961914062,0.6030400247545913,0.682926551438868,0.55908203125,0.5863005663268268,0.0001
3,run3: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_true,gift_cross_spn_typed_cell_true_from_present_true,6,1,65536,4,10.0,0.24161626707063988,0.6738854439463466,0.5740737915039062,0.6073666982119903,0.6815510923042893,0.5590362548828125,0.5851386226713657,0.0001
4,run4: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_shuffled seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_shuffled,gift_cross_spn_typed_cell_true_from_present_shuffled,6,1,65536,4,1.0,0.24874123028712347,0.684879056061618,0.5509033203125,0.5751974959857762,0.6858847620896995,0.5458221435546875,0.5693983766250312,0.0001
4,run4: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_shuffled seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_shuffled,gift_cross_spn_typed_cell_true_from_present_shuffled,6,1,65536,4,2.0,0.24606565810972825,0.6846091829938814,0.5513763427734375,0.5852325591258705,0.6864605762530118,0.5488128662109375,0.5788910239934921,0.0001
4,run4: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_shuffled seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_shuffled,gift_cross_spn_typed_cell_true_from_present_shuffled,6,1,65536,4,3.0,0.24484338247566484,0.6795763248810545,0.5637969970703125,0.5900399627862498,0.6820031385868788,0.5574188232421875,0.5815085750073195,0.0001
4,run4: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_shuffled seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_shuffled,gift_cross_spn_typed_cell_true_from_present_shuffled,6,1,65536,4,4.0,0.24384266158449464,0.6794357280014083,0.5644454956054688,0.5948540644021705,0.6822396898642182,0.5567474365234375,0.5829974138177931,0.0001
4,run4: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_shuffled seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_shuffled,gift_cross_spn_typed_cell_true_from_present_shuffled,6,1,65536,4,5.0,0.24362202329211868,0.6782826454145834,0.5680084228515625,0.5968809460755438,0.6811838364228606,0.5583648681640625,0.5840362180024385,0.0001
4,run4: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_shuffled seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_shuffled,gift_cross_spn_typed_cell_true_from_present_shuffled,6,1,65536,4,6.0,0.24295737239299342,0.6764876450179145,0.5717315673828125,0.6000823021167889,0.6809225392062217,0.55859375,0.5835293931886554,0.0001
4,run4: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_shuffled seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_shuffled,gift_cross_spn_typed_cell_true_from_present_shuffled,6,1,65536,4,7.0,0.24308562817168422,0.6764391979668289,0.5711746215820312,0.6023276901105419,0.6811446789652109,0.5583038330078125,0.5832979651167989,0.0001
4,run4: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_shuffled seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_shuffled,gift_cross_spn_typed_cell_true_from_present_shuffled,6,1,65536,4,8.0,0.24216441618045792,0.6750074871815741,0.5720977783203125,0.6046614340739325,0.6819566627964377,0.558013916015625,0.5815777168609202,0.0001
4,run4: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_shuffled seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_shuffled,gift_cross_spn_typed_cell_true_from_present_shuffled,6,1,65536,4,9.0,0.24167365988250822,0.674650939181447,0.573577880859375,0.6071827549021691,0.6837405376136303,0.558502197265625,0.5843539615161717,0.0001
4,run4: GIFT-64 r6 gift_cross_spn_typed_cell_true_from_present_shuffled seed1,GIFT-64,gift_cross_spn_typed_cell_true_from_present_shuffled,gift_cross_spn_typed_cell_true_from_present_shuffled,6,1,65536,4,10.0,0.24115433395490982,0.674108645063825,0.57440185546875,0.6097135718446225,0.6839717470575124,0.5569610595703125,0.5819080262444913,0.0001
5,run5: GIFT-64 r6 gift_cross_spn_typed_cell_shuffled_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_shuffled_from_present_true,gift_cross_spn_typed_cell_shuffled_from_present_true,6,1,65536,4,1.0,0.2517764680669643,0.6936745522543788,0.49996185302734375,0.5075042680837214,0.6937917827162892,0.499969482421875,0.5008892673067749,0.0001
5,run5: GIFT-64 r6 gift_cross_spn_typed_cell_shuffled_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_shuffled_from_present_true,gift_cross_spn_typed_cell_shuffled_from_present_true,6,1,65536,4,2.0,0.25019663153216243,0.692907972377725,0.5072097778320312,0.5166637491201982,0.6931341229937971,0.5045013427734375,0.5070390291512012,0.0001
5,run5: GIFT-64 r6 gift_cross_spn_typed_cell_shuffled_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_shuffled_from_present_true,gift_cross_spn_typed_cell_shuffled_from_present_true,6,1,65536,4,3.0,0.25012198541662656,0.6927226452389732,0.5152130126953125,0.5229592637624592,0.6930696798954159,0.5056915283203125,0.5081019131466746,0.0001
5,run5: GIFT-64 r6 gift_cross_spn_typed_cell_shuffled_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_shuffled_from_present_true,gift_cross_spn_typed_cell_shuffled_from_present_true,6,1,65536,4,4.0,0.25002375469193794,0.6928295805118978,0.5036468505859375,0.525958017562516,0.6932289721444249,0.5016326904296875,0.5102609652094543,0.0001
5,run5: GIFT-64 r6 gift_cross_spn_typed_cell_shuffled_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_shuffled_from_present_true,gift_cross_spn_typed_cell_shuffled_from_present_true,6,1,65536,4,5.0,0.2499691555276513,0.6930317893857136,0.5029449462890625,0.5334026488708332,0.6937638027593493,0.50164794921875,0.5087529253214598,0.0001
5,run5: GIFT-64 r6 gift_cross_spn_typed_cell_shuffled_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_shuffled_from_present_true,gift_cross_spn_typed_cell_shuffled_from_present_true,6,1,65536,4,6.0,0.24982046062359586,0.6929127384210005,0.5017318725585938,0.5373916602693498,0.693840719293803,0.4996337890625,0.5091532431542873,0.0001
5,run5: GIFT-64 r6 gift_cross_spn_typed_cell_shuffled_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_shuffled_from_present_true,gift_cross_spn_typed_cell_shuffled_from_present_true,6,1,65536,4,7.0,0.24974963365821168,0.6915022836765274,0.529693603515625,0.5421443445375189,0.693151957122609,0.50732421875,0.5088684097863734,0.0001
5,run5: GIFT-64 r6 gift_cross_spn_typed_cell_shuffled_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_shuffled_from_present_true,gift_cross_spn_typed_cell_shuffled_from_present_true,6,1,65536,4,8.0,0.24942131078569219,0.69108243775554,0.5253753662109375,0.5436709130881354,0.6938662983011454,0.50372314453125,0.5094502968713641,0.0001
5,run5: GIFT-64 r6 gift_cross_spn_typed_cell_shuffled_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_shuffled_from_present_true,gift_cross_spn_typed_cell_shuffled_from_present_true,6,1,65536,4,9.0,0.24912175154895522,0.6905762819806114,0.5251693725585938,0.5530184035887942,0.6944748947862536,0.504119873046875,0.5083101503551006,0.0001
5,run5: GIFT-64 r6 gift_cross_spn_typed_cell_shuffled_from_present_true seed1,GIFT-64,gift_cross_spn_typed_cell_shuffled_from_present_true,gift_cross_spn_typed_cell_shuffled_from_present_true,6,1,65536,4,10.0,0.2488176248734817,0.6890069557121024,0.54241943359375,0.5597503171302378,0.6939111100509763,0.5048065185546875,0.5080556967295706,0.0001
