run_index,run_label,cipher,model,selected_model,rounds,seed,samples_per_class,pairs_per_sample,epoch,train_loss,train_eval_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_auc,learning_rate
1,run1: GIFT-64 r6 gift_cross_spn_aligned_token_mixer_raw_anchor seed1,GIFT-64,gift_cross_spn_aligned_token_mixer_raw_anchor,gift_cross_spn_aligned_token_mixer_raw_anchor,6,1,65536,4,1.0,0.2495056257757824,0.6871114179957658,0.5461959838867188,0.5649388059973717,0.6872949644457549,0.542144775390625,0.5633379593491554,0.0001
1,run1: GIFT-64 r6 gift_cross_spn_aligned_token_mixer_raw_anchor seed1,GIFT-64,gift_cross_spn_aligned_token_mixer_raw_anchor,gift_cross_spn_aligned_token_mixer_raw_anchor,6,1,65536,4,2.0,0.24686427405686118,0.686204785713926,0.5483627319335938,0.5773732986999676,0.6867900446522981,0.5461578369140625,0.5747025865130126,0.0001
1,run1: GIFT-64 r6 gift_cross_spn_aligned_token_mixer_raw_anchor seed1,GIFT-64,gift_cross_spn_aligned_token_mixer_raw_anchor,gift_cross_spn_aligned_token_mixer_raw_anchor,6,1,65536,4,3.0,0.24595945311011747,0.6825616634450853,0.5588150024414062,0.5811085861641914,0.6838992843404412,0.5536651611328125,0.5756430402398109,0.0001
1,run1: GIFT-64 r6 gift_cross_spn_aligned_token_mixer_raw_anchor seed1,GIFT-64,gift_cross_spn_aligned_token_mixer_raw_anchor,gift_cross_spn_aligned_token_mixer_raw_anchor,6,1,65536,4,4.0,0.24518226319923997,0.6822230237303302,0.5570755004882812,0.5839089539367706,0.6839892454445362,0.5527496337890625,0.5763163659721613,0.0001
1,run1: GIFT-64 r6 gift_cross_spn_aligned_token_mixer_raw_anchor seed1,GIFT-64,gift_cross_spn_aligned_token_mixer_raw_anchor,gift_cross_spn_aligned_token_mixer_raw_anchor,6,1,65536,4,5.0,0.24499198407283984,0.680601873784326,0.5621337890625,0.5870876553235576,0.6829236238263547,0.55633544921875,0.577989658806473,0.0001
1,run1: GIFT-64 r6 gift_cross_spn_aligned_token_mixer_raw_anchor seed1,GIFT-64,gift_cross_spn_aligned_token_mixer_raw_anchor,gift_cross_spn_aligned_token_mixer_raw_anchor,6,1,65536,4,6.0,0.24425782074104063,0.679532399517484,0.5635299682617188,0.5901602449594066,0.6827078701462597,0.5550079345703125,0.577930471394211,0.0001
1,run1: GIFT-64 r6 gift_cross_spn_aligned_token_mixer_raw_anchor seed1,GIFT-64,gift_cross_spn_aligned_token_mixer_raw_anchor,gift_cross_spn_aligned_token_mixer_raw_anchor,6,1,65536,4,7.0,0.24397183692781255,0.6793597347568721,0.5644683837890625,0.5915684349602088,0.6827810499817133,0.5536041259765625,0.5782587211579084,0.0001
1,run1: GIFT-64 r6 gift_cross_spn_aligned_token_mixer_raw_anchor seed1,GIFT-64,gift_cross_spn_aligned_token_mixer_raw_anchor,gift_cross_spn_aligned_token_mixer_raw_anchor,6,1,65536,4,8.0,0.24329330868204124,0.6786598212784156,0.5657730102539062,0.5944967655232176,0.6833495327737182,0.553009033203125,0.5775763476267457,0.0001
1,run1: GIFT-64 r6 gift_cross_spn_aligned_token_mixer_raw_anchor seed1,GIFT-64,gift_cross_spn_aligned_token_mixer_raw_anchor,gift_cross_spn_aligned_token_mixer_raw_anchor,6,1,65536,4,9.0,0.24291165702743456,0.6788133422378451,0.566864013671875,0.5958047095919028,0.6870178838726133,0.5547943115234375,0.5785084604285657,0.0001
1,run1: GIFT-64 r6 gift_cross_spn_aligned_token_mixer_raw_anchor seed1,GIFT-64,gift_cross_spn_aligned_token_mixer_raw_anchor,gift_cross_spn_aligned_token_mixer_raw_anchor,6,1,65536,4,10.0,0.2425896967179142,0.6761642971541733,0.5686492919921875,0.598382018157281,0.6839622054249048,0.5543212890625,0.577801663428545,0.0001
2,run2: GIFT-64 r6 gift_cross_spn_typed_cell_true seed1,GIFT-64,gift_cross_spn_typed_cell_true,gift_cross_spn_typed_cell_true,6,1,65536,4,1.0,0.249002762400778,0.6850042368751019,0.5494003295898438,0.5787477680714801,0.6855978011153638,0.5456695556640625,0.5746332593262196,0.0001
2,run2: GIFT-64 r6 gift_cross_spn_typed_cell_true seed1,GIFT-64,gift_cross_spn_typed_cell_true,gift_cross_spn_typed_cell_true,6,1,65536,4,2.0,0.2461207649030257,0.6847115682903677,0.5494842529296875,0.5862131188623607,0.6858836631290615,0.546051025390625,0.581332825589925,0.0001
2,run2: GIFT-64 r6 gift_cross_spn_typed_cell_true seed1,GIFT-64,gift_cross_spn_typed_cell_true,gift_cross_spn_typed_cell_true,6,1,65536,4,3.0,0.24499657936394215,0.6797964802244678,0.5640640258789062,0.5904018075671047,0.6813899190165102,0.5585479736328125,0.5835613603703678,0.0001
2,run2: GIFT-64 r6 gift_cross_spn_typed_cell_true seed1,GIFT-64,gift_cross_spn_typed_cell_true,gift_cross_spn_typed_cell_true,6,1,65536,4,4.0,0.24403236497892067,0.6790679421974346,0.56536865234375,0.5941496072337031,0.6813446627929807,0.55914306640625,0.5846879729069769,0.0001
2,run2: GIFT-64 r6 gift_cross_spn_typed_cell_true seed1,GIFT-64,gift_cross_spn_typed_cell_true,gift_cross_spn_typed_cell_true,6,1,65536,4,5.0,0.24387165560619906,0.678716235444881,0.56591796875,0.5964935589581728,0.6813550943043083,0.5570220947265625,0.5850182599388063,0.0001
2,run2: GIFT-64 r6 gift_cross_spn_typed_cell_true seed1,GIFT-64,gift_cross_spn_typed_cell_true,gift_cross_spn_typed_cell_true,6,1,65536,4,6.0,0.24320640100631863,0.6772180527914315,0.569580078125,0.5989107450004667,0.6807257120963186,0.5577850341796875,0.5850990517064929,0.0001
