run_index,run_label,cipher,model,rounds,seed,samples_per_class,pairs_per_sample,epoch,train_loss,train_eval_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_auc,learning_rate
3,run3: Dialga-128 r4 autond_dbitnet2023 seed0,Dialga-128,autond_dbitnet2023,4,0,262144,4,3.0,0.2577974142095627,0.6896066433473607,0.5362758636474609,0.5523154567636084,0.6944173389929347,0.5008392333984375,0.5011935340007767,0.0001
3,run3: Dialga-128 r4 autond_dbitnet2023 seed0,Dialga-128,autond_dbitnet2023,4,0,262144,4,4.0,0.25667992685339414,0.6893325351338717,0.5393848419189453,0.5558438122898224,0.6944053659390192,0.49962615966796875,0.5006621081847697,0.0001
3,run3: Dialga-128 r4 autond_dbitnet2023 seed0,Dialga-128,autond_dbitnet2023,4,0,262144,4,5.0,0.2555830649998825,0.6882448909018422,0.5482845306396484,0.5698580200551078,0.6944604449672624,0.49897003173828125,0.49926907126791775,0.0001
3,run3: Dialga-128 r4 autond_dbitnet2023 seed0,Dialga-128,autond_dbitnet2023,4,0,262144,4,6.0,0.2543012225196435,0.6848923891884624,0.5625514984130859,0.5890265898851794,0.6951027878676541,0.5027694702148438,0.5023696406278759,0.0001
3,run3: Dialga-128 r4 autond_dbitnet2023 seed0,Dialga-128,autond_dbitnet2023,4,0,262144,4,7.0,0.25226002111594426,0.676414139859844,0.5900840759277344,0.6300962897294085,0.6978103548462968,0.4992523193359375,0.49804299988318235,0.0001
3,run3: Dialga-128 r4 autond_dbitnet2023 seed0,Dialga-128,autond_dbitnet2023,4,0,262144,4,8.0,0.24809928792819846,0.6591045958994073,0.6236076354980469,0.6721515194731182,0.7040002112917136,0.500091552734375,0.4994012981187552,0.0001
3,run3: Dialga-128 r4 autond_dbitnet2023 seed0,Dialga-128,autond_dbitnet2023,4,0,262144,4,9.0,0.2412548625470663,0.6337123250341392,0.6599884033203125,0.7202003451966448,0.7136220567626879,0.50115966796875,0.501380097004585,0.0001
3,run3: Dialga-128 r4 autond_dbitnet2023 seed0,Dialga-128,autond_dbitnet2023,4,0,262144,4,10.0,0.23161516384971037,0.6002425645056064,0.6939620971679688,0.762827903003199,0.7330495904607233,0.49944305419921875,0.5001239626435563,0.0001
4,run4: Dialga-128 r4 runtime_spn_e4_equivariant_true seed1,Dialga-128,runtime_spn_e4_equivariant_true,4,1,262144,4,1.0,0.06913764880056306,0.21348886475516338,0.9135475158691406,0.9766867236467078,0.21911263953552407,0.9111709594726562,0.9752271887846291,0.0001
4,run4: Dialga-128 r4 runtime_spn_e4_equivariant_true seed1,Dialga-128,runtime_spn_e4_equivariant_true,4,1,262144,4,2.0,0.05521379894275924,0.17113503254199713,0.9331378936767578,0.9803410098320455,0.17863672814019083,0.9291229248046875,0.9788952365051955,0.0001
4,run4: Dialga-128 r4 runtime_spn_e4_equivariant_true seed1,Dialga-128,runtime_spn_e4_equivariant_true,4,1,262144,4,3.0,0.051508848262415086,0.19672020389589306,0.9213676452636719,0.9815662688779412,0.21076747257393436,0.915191650390625,0.979570378549397,0.0001
4,run4: Dialga-128 r4 runtime_spn_e4_equivariant_true seed1,Dialga-128,runtime_spn_e4_equivariant_true,4,1,262144,4,4.0,0.04929465688798018,0.17690966417660547,0.9321250915527344,0.9827147925097961,0.18637969607152627,0.9277191162109375,0.9802279722644016,0.0001
4,run4: Dialga-128 r4 runtime_spn_e4_equivariant_true seed1,Dialga-128,runtime_spn_e4_equivariant_true,4,1,262144,4,5.0,0.04766548436964513,0.15932871767790857,0.9378566741943359,0.9838074250583304,0.17689088685528986,0.9299240112304688,0.9806908592581749,0.0001
4,run4: Dialga-128 r4 runtime_spn_e4_equivariant_true seed1,Dialga-128,runtime_spn_e4_equivariant_true,4,1,262144,4,6.0,0.04587306791557921,0.14844309554712254,0.9429798126220703,0.9849468066531699,0.16772830745321698,0.934478759765625,0.9813348974566907,0.0001
4,run4: Dialga-128 r4 runtime_spn_e4_equivariant_true seed1,Dialga-128,runtime_spn_e4_equivariant_true,4,1,262144,4,7.0,0.04374928141720602,0.14639691418619805,0.9441623687744141,0.9862879468128085,0.1737689785704788,0.9320755004882812,0.9819451807998121,0.0001
4,run4: Dialga-128 r4 runtime_spn_e4_equivariant_true seed1,Dialga-128,runtime_spn_e4_equivariant_true,4,1,262144,4,8.0,0.04167976365184245,0.13561843978823163,0.9489021301269531,0.9875478364265291,0.16189659049996408,0.9363021850585938,0.9829949100967497,0.0001
4,run4: Dialga-128 r4 runtime_spn_e4_equivariant_true seed1,Dialga-128,runtime_spn_e4_equivariant_true,4,1,262144,4,9.0,0.0390278395432091,0.12564706129762726,0.9531307220458984,0.9889798704898567,0.15444963629215636,0.9393310546875,0.9842120340326801,0.0001
4,run4: Dialga-128 r4 runtime_spn_e4_equivariant_true seed1,Dialga-128,runtime_spn_e4_equivariant_true,4,1,262144,4,10.0,0.03648401636964138,0.12303433797558228,0.9538211822509766,0.9897495867990074,0.16494699455324735,0.9358291625976562,0.9837567203212529,0.0001
5,run5: Dialga-128 r4 runtime_spn_e4_equivariant_corrupted seed1,Dialga-128,runtime_spn_e4_equivariant_corrupted,4,1,262144,4,1.0,0.09205528195877832,0.24444677450355812,0.9000225067138672,0.9624316127810744,0.24614214402026846,0.8994064331054688,0.9618920189095661,0.0001
5,run5: Dialga-128 r4 runtime_spn_e4_equivariant_corrupted seed1,Dialga-128,runtime_spn_e4_equivariant_corrupted,4,1,262144,4,2.0,0.07512774753354279,0.23907071945495773,0.9021472930908203,0.9656506362298387,0.24179098787135445,0.90057373046875,0.9648880008608103,0.0001
5,run5: Dialga-128 r4 runtime_spn_e4_equivariant_corrupted seed1,Dialga-128,runtime_spn_e4_equivariant_corrupted,4,1,262144,4,3.0,0.07157960047743472,0.26659447104316314,0.8884487152099609,0.9665928672402515,0.2688372866341524,0.888031005859375,0.9658625063020736,0.0001
5,run5: Dialga-128 r4 runtime_spn_e4_equivariant_corrupted seed1,Dialga-128,runtime_spn_e4_equivariant_corrupted,4,1,262144,4,4.0,0.07021444015572342,0.25630071417822364,0.8934402465820312,0.9672688288701465,0.2589287208738824,0.8916091918945312,0.9666031320812181,0.0001
5,run5: Dialga-128 r4 runtime_spn_e4_equivariant_corrupted seed1,Dialga-128,runtime_spn_e4_equivariant_corrupted,4,1,262144,4,5.0,0.06934641821510468,0.2272768978205022,0.9077949523925781,0.9674334052906488,0.22944532045949018,0.9062957763671875,0.9667795870918781,0.0001
5,run5: Dialga-128 r4 runtime_spn_e4_equivariant_corrupted seed1,Dialga-128,runtime_spn_e4_equivariant_corrupted,4,1,262144,4,6.0,0.06890860170142332,0.22691875119198812,0.9069061279296875,0.9673821017131559,0.22964069591398584,0.9049301147460938,0.9666767085436732,0.0001
5,run5: Dialga-128 r4 runtime_spn_e4_equivariant_corrupted seed1,Dialga-128,runtime_spn_e4_equivariant_corrupted,4,1,262144,4,7.0,0.06847978314476677,0.22469500117722419,0.9080219268798828,0.9675526851788163,0.2274666763496498,0.9063873291015625,0.9668339072959498,0.0001
5,run5: Dialga-128 r4 runtime_spn_e4_equivariant_corrupted seed1,Dialga-128,runtime_spn_e4_equivariant_corrupted,4,1,262144,4,8.0,0.0683523940269879,0.22304251732384728,0.9087810516357422,0.9677386982730241,0.22572453933025827,0.9076156616210938,0.9670332666719332,0.0001
5,run5: Dialga-128 r4 runtime_spn_e4_equivariant_corrupted seed1,Dialga-128,runtime_spn_e4_equivariant_corrupted,4,1,262144,4,9.0,0.06818634936996659,0.22791296353670987,0.9071311950683594,0.9677975476515712,0.23052572398955817,0.9057159423828125,0.9670557591598481,0.0001
5,run5: Dialga-128 r4 runtime_spn_e4_equivariant_corrupted seed1,Dialga-128,runtime_spn_e4_equivariant_corrupted,4,1,262144,4,10.0,0.06806953137049732,0.2226969121638831,0.909423828125,0.96785636551067,0.2255164445596165,0.9078598022460938,0.9670879313489422,0.0001
6,run6: Dialga-128 r4 autond_dbitnet2023 seed1,Dialga-128,autond_dbitnet2023,4,1,262144,4,1.0,0.2643365564345004,0.6902450196503196,0.5324344635009766,0.545246530789882,0.6985291194578167,0.5006256103515625,0.5007449015974998,0.0001
6,run6: Dialga-128 r4 autond_dbitnet2023 seed1,Dialga-128,autond_dbitnet2023,4,1,262144,4,2.0,0.25899557188677136,0.6897864717102493,0.5330657958984375,0.5470142661506543,0.6953070946619846,0.5003738403320312,0.5007618725067005,0.0001
6,run6: Dialga-128 r4 autond_dbitnet2023 seed1,Dialga-128,autond_dbitnet2023,4,1,262144,4,3.0,0.2578114733350958,0.6896506730772671,0.5362644195556641,0.5517186662982567,0.6946383341564797,0.4987030029296875,0.4992152285994962,0.0001
6,run6: Dialga-128 r4 autond_dbitnet2023 seed1,Dialga-128,autond_dbitnet2023,4,1,262144,4,4.0,0.256622616914683,0.6893790307440213,0.5390090942382812,0.5576640681683784,0.6943150909501128,0.50128173828125,0.5013575680786744,0.0001
6,run6: Dialga-128 r4 autond_dbitnet2023 seed1,Dialga-128,autond_dbitnet2023,4,1,262144,4,5.0,0.2554853082929185,0.6882526597037213,0.5480976104736328,0.569412987177202,0.6944983030261938,0.49999237060546875,0.499785523978062,0.0001
6,run6: Dialga-128 r4 autond_dbitnet2023 seed1,Dialga-128,autond_dbitnet2023,4,1,262144,4,6.0,0.25419773907924537,0.6855062176546198,0.5586566925048828,0.5855995904057636,0.6952300494012889,0.5000534057617188,0.5009410727070644,0.0001
6,run6: Dialga-128 r4 autond_dbitnet2023 seed1,Dialga-128,autond_dbitnet2023,4,1,262144,4,7.0,0.2521821932750754,0.6765821736917133,0.5875740051269531,0.6238563667429844,0.6975927393941674,0.5021438598632812,0.5007321834564209,0.0001
6,run6: Dialga-128 r4 autond_dbitnet2023 seed1,Dialga-128,autond_dbitnet2023,4,1,262144,4,8.0,0.24818980054260464,0.6591475069217267,0.6247539520263672,0.6742666244754218,0.7030778214684688,0.5004196166992188,0.5001995677594095,0.0001
6,run6: Dialga-128 r4 autond_dbitnet2023 seed1,Dialga-128,autond_dbitnet2023,4,1,262144,4,9.0,0.24126507000619313,0.6338566443300806,0.6600666046142578,0.7212518114611157,0.7139599116926547,0.499969482421875,0.5009266635170206,0.0001
6,run6: Dialga-128 r4 autond_dbitnet2023 seed1,Dialga-128,autond_dbitnet2023,4,1,262144,4,10.0,0.23139211420493666,0.5991504012235964,0.6964035034179688,0.7647600044874707,0.7334792633773759,0.500732421875,0.5000593677395955,0.0001
